X,Y,PLOTID,LON,LAT,strate,prob_chang,ID,INT1_2000,INT1_2010,INT1_2015,INT1_2020,INT1_2021,CHG_20_21,CHG_00_10,CHG_10_15,CHG_15_20,IC,COMMENT.,P-I_name
14009.2847571483,822700.753553442,"41981","-7.39990689828478","7.42097881279037","1","0.0384666666666667","178","23","23","23","23","23",Stable,Stable,Stable,Stable,"1",,GJ
16787.4877915297,493845.60203836,"42324","-7.35141434457678","4.45497221773376","3","0.501084126984127","179","50","50","50","50","50",Stable,Stable,Stable,Stable,"1",,GJ
16622.6706945554,532944.561896233,"42363","-7.355056595999","4.80765321272648","3","0.462928571428571","180","11","50","50","50","50",Stable,Deforestation,Stable,Stable,"1",,GJ
16482.7315369903,564023.475734565,"42394","-7.35815193347481","5.08798680364048","1","0.0122","181","12","21","21","21","21",Stable,Deforestation,Stable,Stable,"1",,GJ
16402.6338462096,581066.85169928,"42411","-7.35992480983902","5.24171710304799","3","0.642104761904762","182","22","22","22","22","22",Stable,Stable,Stable,Stable,"1",,GJ
15699.8659160116,713406.346464067,"42543","-7.37551683376187","6.43536034476894","2","0.209774603174603","183","23","22","22","22","22",Stable,Stable,Stable,Stable,"1",,GJ
17549.3757484469,549981.209871186,"43050","-7.34771534160835","4.96138483015323","1","0.0742190476190476","184","22","22","22","22","22",Stable,Stable,Stable,Stable,"1",,GJ
17489.8354218981,563014.169913531,"43063","-7.34903098560001","5.07894382184863","3","0.595085714285714","185","11","50","50","50","50",Stable,Deforestation,Stable,Stable,"2",changement probable entre 2000-2010,GJ
17307.8233087281,601110.758240741,"43101","-7.35305579730782","5.42257531228618","2","0.413874603174603","186","21","21","21","21","21",Stable,Stable,Stable,Stable,"1",,GJ
17034.1377491064,654246.117523786,"43154","-7.35911614567117","5.90184425553684","1","5e-04","187","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
16968.966578643,666276.875129645,"43166","-7.36056074658813","6.01035685876972","1","0.0252","188","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
16818.0075100057,693346.235894023,"43193","-7.36390914134708","6.25450863287783","1","0.00733333333333333","189","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
16649.2004148216,722420.983734196,"43222","-7.36765705933998","6.51674320062041","1","0.0962095238095238","190","23","23","50","50","50",Stable,Stable,Stable,Stable,"1",,GJ
18496.9192437851,562004.902761619,"43731","-7.33991047375746","5.06990083752906","2","0.199269841269841","191","11","12","50","50","50",Stable,Degradation,Deforestation,Stable,"1",,GJ
17627.8242699509,726422.584664246,"43895","-7.35914451567838","6.55291327493353","2","0.204614285714286","192","23","23","23","23","23",Stable,Stable,Stable,Stable,"1",,GJ
19790.7865889418,494830.378470346,"44330","-7.32447332204681","4.46401536347945","3","0.5075","193","23","50","50","23","23",Stable,Stable,Stable,Stable,"1",,GJ
19660.5414498191,525907.892424519,"44361","-7.32734071344825","4.74435175614483","1","0.0675555555555556","194","50","50","50","23","23",Stable,Stable,Stable,Stable,"1",,GJ
18441.1629382606,757493.354115793,"44592","-7.35429593407304","6.83322956640798","3","0.517488888888889","195","12","12","50","50","50",Stable,Stable,Deforestation,Stable,"2",pas d'image en 2010,GJ
18403.6529183787,763508.774242428,"44598","-7.3551282895845","6.88748396071292","3","0.419685714285714","196","21","21","21","21","21",Stable,Stable,Stable,Stable,"1",,GJ
18012.326232716,823663.659171826,"44658","-7.36382325558358","7.43002099082932","2","0.375638095238095","197","14","14","14","14","14",Stable,Stable,Stable,Stable,"1",,GJ
20601.5591647237,539936.533838108,"45035","-7.3196780440529","4.8709545520006","3","0.471444444444444","198","11","50","50","21","21",Stable,Deforestation,Stable,Stable,"1",,GJ
20290.3142751196,606101.746503893,"45101","-7.32653345309263","5.46778969743957","3","0.449179365079365","199","23","23","23","23","23",Stable,Stable,Stable,Stable,"1",,GJ
20078.9281992923,647204.951358372,"45142","-7.33119678021774","5.83854504153198","1","0","200","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
20062.9185364276,650212.52125346,"45145","-7.33155020854365","5.86567329359863","1","0.0045","201","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
19976.2849572201,666252.937590664,"45161","-7.33346332210856","6.01035685876972","1","8e-04","202","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
19272.4672598178,784553.437754584,"45279","-7.34904298323379","7.07737336713508","3","0.494142857142857","203","12","21","21","21","21",Stable,Deforestation,Stable,Stable,"1",,GJ
21746.1601570021,506848.294038823,"45659","-7.30753906137352","4.57253293764789","3","0.501885714285714","204","14","14","14","14","14",Stable,Stable,Stable,Stable,"1",,GJ
21708.2724812435,515870.583302888,"45668","-7.30837112645875","4.65392090342611","2","0.191098412698413","205","50","50","50","21","21",Stable,Stable,Stable,Stable,"1",,GJ
21665.3929338072,525895.370447698,"45678","-7.30931305027486","4.74435175614483","1","0.0133333333333333","206","22","22","22","22","22",Stable,Stable,Stable,Stable,"1",,GJ
21504.2114370938,561984.796515075,"45714","-7.31285587199344","5.06990083752906","3","0.601209523809524","207","11","12","21","21","21",Stable,Degradation,Deforestation,Stable,"1",,GJ
21232.2927031504,618124.54112405,"45770","-7.31884058677402","5.57630394342075","1","0.134533333333333","208","23","23","23","23","23",Stable,Stable,Stable,Stable,"1",,GJ
21038.4876483912,655217.331157436,"45807","-7.32311211169359","5.91088698870307","1","0.0168","209","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
20962.2228066477,669252.541809482,"45821","-7.32479439133624","6.03748494271724","1","0.00833333333333333","210","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
20804.8642088981,697323.136297839,"45849","-7.32826793207575","6.29067907571958","1","0.0106666666666667","211","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
22624.097985125,535913.819135322,"46343","-7.30125829283256","4.83478237258306","3","0.564412698412698","212","11","50","50","21","21",Stable,Deforestation,Stable,Stable,"1",,GJ
22515.8529215774,559973.17046423,"46367","-7.30363485506565","5.05181486132458","3","0.638193650793651","213","11","50","50","21","21",Stable,Deforestation,Stable,Stable,"1",,GJ
22412.4649483984,582027.698602627,"46389","-7.30590623441637","5.25076003857984","3","0.462276190476191","214","22","22","22","22","22",Stable,Stable,Stable,Stable,"1",,GJ
21613.5457445759,730397.939201424,"46537","-7.32350620190299","6.58908329725149","2","0.366542857142857","215","23","23","23","23","23",Stable,Stable,Stable,Stable,"1",,GJ
21595.4916039683,733405.511429618,"46540","-7.32390491724659","6.6162107796986","1","0.143555555555556","216","50","50","50","22","22",Stable,Stable,Stable,Stable,"1",,GJ
21528.6614624643,744433.301041708,"46551","-7.32538120349906","6.71567796183428","2","0.238952380952381","217","50","50","12","12","12",Stable,Stable,Gain,Stable,"1",,GJ
21398.3210989423,765486.463831223,"46572","-7.32826216526293","6.90556873156201","2","0.193704761904762","218","50","50","50","12","12",Stable,Stable,Gain,Stable,"1",,GJ
21113.5055762857,809598.336761884,"46616","-7.33456550563247","7.30343016582198","3","0.421615873015873","219","14","14","14","14","14",Stable,Stable,Stable,Stable,"1",,GJ
23763.4465094486,503828.926510414,"46964","-7.289242391128","4.54540357455718","3","0.595139682539683","220","21","21","21","21","21",Stable,Stable,Stable,Stable,"1",,GJ
23599.8769759902,541922.224387529,"47002","-7.2928267948284","4.88904062717574","3","0.524736507936508","221","11","50","50","50","50",Stable,Deforestation,Stable,Stable,"1",,GJ
23554.8568824321,551946.831692105,"47012","-7.29381397248069","4.97947085628858","3","0.48492380952381","222","11","21","21","21","21",Stable,Deforestation,Stable,Stable,"1",,GJ
23429.1926503888,579013.391885796,"47039","-7.29657089942449","5.22363122416527","3","0.682004761904762","223","22","22","22","22","22",Stable,Stable,Stable,Stable,"1",,GJ
22911.5579012503,679261.571482783,"47139","-7.30794938494036","6.12791169366","1","0.0231428571428571","224","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
22843.9206007835,691291.54264255,"47151","-7.30943880972802","6.23642339281422","1","0.00346666666666667","225","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
22518.7935156868,746429.476399366,"47206","-7.31660690445095","6.73376286093636","2","0.261638095238095","226","12","50","50","22","22",Stable,Deforestation,Stable,Stable,"1",,GJ
24698.4086797238,519862.027064354,"47633","-7.28170630081469","4.69009327258169","3","0.466542857142857","227","12","50","21","21","21",Stable,Deforestation,Stable,Stable,"1",,GJ
24689.8326251716,521866.912617368,"47635","-7.28189398853753","4.70817944316114","1","0.137222222222222","228","14","14","14","14","14",Stable,Stable,Stable,Stable,"1",,GJ
24620.0387921577,537906.029707686,"47651","-7.283421795478","4.85286846712449","3","0.515795238095238","229","11","11","21","21","21",Stable,Stable,Deforestation,Stable,"2",changement 2010 image mauvaise,GJ
23111.6108075407,810581.585416709,"47923","-7.31660032793293","7.31247239124182","3","0.457415873015873","230","14","14","14","14","14",Stable,Stable,Stable,Stable,"1",,GJ
25371.3027599144,592031.508096067,"48358","-7.27990188443838","5.34118924949012","3","0.559255555555555","231","21","21","21","21","21",Stable,Stable,Stable,Stable,"1",,GJ
24715.7245700679,714332.176633415,"48480","-7.2942882975825","6.44440289713642","1","0.184609523809524","232","23","50","50","50","50",Stable,Stable,Stable,Stable,"1",,GJ
24277.9556076116,785509.223377415,"48551","-7.30392692331899","7.08641568159318","3","0.553584126984127","233","12","21","21","50","50",Stable,Deforestation,Stable,Stable,"1",,GJ
24160.4054405443,803554.375521643,"48569","-7.30651947110735","7.24917673756064","2","0.259714285714286","234","23","23","23","50","50",Stable,Stable,Stable,Stable,"1",,GJ
26685.9576004735,523859.45667873,"48942","-7.26405521181451","4.72626560436075","2","0.361114285714286","235","11","21","21","21","21",Stable,Deforestation,Stable,Stable,"1",,GJ
26218.6700658304,623100.169410546,"49041","-7.27427166895839","5.62151809520146","1","0.00383333333333333","236","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
25525.8923019512,746402.944452566,"49164","-7.28947149872148","6.73376286093636","1","0.0476","237","14","14","14","14","14",Stable,Stable,Stable,Stable,"1",,GJ
25495.1041569869,751415.350051642,"49169","-7.29014848919428","6.77897505020457","3","0.482866666666667","238","14","14","14","14","14",Stable,Stable,Stable,Stable,"1",,GJ
25451.6563303842,758432.731556938,"49176","-7.29110406491741","6.8422719739496","2","0.230890476190476","239","23","23","23","23","23",Stable,Stable,Stable,Stable,"1",,GJ
27709.7681237927,518841.269294525,"49588","-7.25457368252877","4.68105018378569","3","0.435690476190476","240","12","50","50","12","12",Stable,Deforestation,Stable,Gain,"1",,GJ
27513.8484732595,562947.381441209,"49632","-7.25884772421257","5.07894382184863","3","0.584053968253968","241","11","21","21","21","21",Stable,Deforestation,Stable,Stable,"1",,GJ
27195.278194939,628105.002108328,"49697","-7.26580826844489","5.66673217712271","1","0.0045","242","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
27164.1204405114,634119.607250188,"49703","-7.266489766446","5.72098898243313","1","5e-04","243","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
26321.244221374,779475.768622887,"49848","-7.28497458516854","7.03216174236364","2","0.35732380952381","244","11","21","21","21","21",Stable,Deforestation,Stable,Stable,"1",,GJ
26237.2513312637,792508.025944388,"49861","-7.28682179762992","7.1497117843036","2","0.371304761904762","245","14","14","14","14","14",Stable,Stable,Stable,Stable,"1",,GJ
28412.2509691195,584993.747358006,"50301","-7.25209598419333","5.27788882948404","3","0.511803174603175","246","12","12","21","21","21",Stable,Stable,Deforestation,Stable,"1",,GJ
28022.5838214883,661177.68417599,"50377","-7.2606065194924","5.96514332588565","1","0.00702222222222222","247","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
27809.9534487374,699270.253980235,"50415","-7.26525897235972","6.3087642784271","1","0.0313333333333333","248","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
29752.5439810378,509807.686487904,"50867","-7.23571889660613","4.59966228023666","3","0.469526984126984","249","14","14","14","14","14",Stable,Stable,Stable,Stable,"1",,GJ
29390.3988412573,589998.894666761,"50947","-7.24360162896841","5.32310342841962","2","0.401084126984127","250","11","21","21","21","21",Stable,Deforestation,Stable,Stable,"1",,GJ
28569.5622668586,740361.921681202,"51097","-7.26153282243147","6.67950812371825","1","0.0348476190476191","251","50","50","50","22","22",Stable,Stable,Stable,Stable,"1",,GJ
28427.3685941025,763418.180074489,"51120","-7.26464814092816","6.88748396071292","3","0.420869841269841","252","21","21","21","21","21",Stable,Stable,Stable,Stable,"1",,GJ
27926.6785365911,839605.34017347,"51196","-7.27563922454007","7.57469533664306","3","0.795095238095238","253","12","50","50","14","14",Stable,Deforestation,Stable,Gain,"1",,GJ
30580.3689001679,549896.684313748,"51546","-7.23049809012083","4.96138483015323","3","0.749633333333333","254","11","21","21","21","21",Stable,Deforestation,Stable,Stable,"1",,GJ
30426.5019616021,582975.293346409,"51579","-7.23384451358219","5.25980297149944","2","0.282188888888889","255","12","50","50","50","50",Stable,Deforestation,Stable,Stable,"2",image 2010,GJ
30238.2261154677,621066.147725611,"51617","-7.23794353828264","5.60343244284125","1","0.00583333333333333","256","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
30186.7066470074,631090.11917864,"51627","-7.23906600386923","5.69386059251228","1","0.00983333333333333","257","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
29504.4059608761,751379.996534801,"51747","-7.25396458804919","6.77897505020457","1","0.101333333333333","258","23","23","23","23","23",Stable,Stable,Stable,Stable,"1",,GJ
31600.7130401341,545880.815286215,"52181","-7.22108968748361","4.9252127482804","2","0.375903174603175","259","11","21","21","21","21",Stable,Stable,Stable,Stable,"2",nuage sur 2010,GJ
31355.9022364588,598004.140539583,"52233","-7.22640824886931","5.395446648798","1","0.0110666666666667","260","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
30060.8862815853,820539.105123743,"52455","-7.25467455832821","7.40289444570409","2","0.211673015873016","261","50","23","23","23","23",Stable,Stable,Stable,Stable,"1",,GJ
30013.4792760125,827556.229437586,"52462","-7.2557135391767","7.46618966618856","1","0.11507619047619","262","50","50","23","50","50",Stable,Stable,Stable,Stable,"1",,GJ
32227.4460665738,624058.791771449,"52898","-7.22022553293518","5.63056091719221","1","0.0045","263","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
32015.4489778706,664153.925267207,"52938","-7.22483546277008","5.9922714545397","1","0.0143333333333333","264","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
31864.9204161762,691218.393171177,"52965","-7.22811234637683","6.23642339281422","1","0","265","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
31345.5793675212,777425.202187462,"53051","-7.23944100355232","7.01407706804583","3","0.787863492063492","266","11","21","21","21","21",Stable,Deforestation,Stable,Stable,"2",probleme de 2010,GJ
33365.3877726306,596987.886523414,"53510","-7.20825587448853","5.38640375559591","1","0.0177","267","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
34242.2443284444,622039.611594751,"54174","-7.20195042179323","5.61247527041633","1","5e-04","268","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
33959.3858346474,675164.47882195,"54227","-7.20808674466643","6.09174102954341","1","0","269","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
33532.0217844105,748337.787978255,"54300","-7.21737797415703","6.75184774668758","2","0.280012698412698","270","50","50","50","50","50",Stable,Stable,Stable,Stable,"1",,GJ
35005.8136734366,667137.858043483,"54857","-7.19809510684606","6.01939955640965","1","0.0121190476190476","271","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
34042.9070000926,824510.43119223,"55014","-7.2190315624742","7.43906316519298","3","0.416953968253968","272","14","14","21","21","21",Stable,Stable,Degradation,Stable,"1",,GJ
36342.5234571708,602981.103304747,"55431","-7.18182788149405","5.44066107446878","1","5e-04","273","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
35530.3541511928,749322.808365514,"55577","-7.19942075100811","6.76089018454561","2","0.217228571428571","274","50","50","50","22","22",Stable,Stable,Stable,Stable,"1",,GJ
35468.3234045789,759346.443270577,"55587","-7.20076800462721","6.85131437810076","2","0.241709523809524","275","50","50","50","50","50",Stable,Stable,Stable,Stable,"1",,GJ
35283.7977895791,788415.166786129,"55616","-7.20477874449737","7.1135426038962","1","0.160404761904762","276","14","14","14","14","14",Stable,Stable,Stable,Stable,"1",,GJ
35119.1922028229,813474.635117121,"55641","-7.2083603146947","7.33959904577317","1","0.184","277","50","50","50","23","23",Stable,Stable,Stable,Stable,"1",,GJ
34983.8218138817,833522.363960145,"55661","-7.21130846026379","7.5204425683572","2","0.374595238095238","278","50","50","23","23","23",Stable,Stable,Stable,Stable,"1",,GJ
37485.225449657,573907.31000832,"56040","-7.16977415948824","5.17841648155518","3","0.667388888888889","279","21","21","21","21","21",Stable,Stable,Stable,Stable,"1",,GJ
36253.51292676,793417.869365085,"56259","-7.19643260165745","7.1587540705673","2","0.3574","280","50","50","50","50","50",Stable,Stable,Stable,Stable,"1",,GJ
38251.1942309769,622010.929259683,"56725","-7.16584588032568","5.61247527041633","1","0.0065","281","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
38240.9392305926,624015.533827814,"56727","-7.16606704922115","5.63056091719221","1","0.00583333333333333","282","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
38199.5904247097,632033.962513094,"56735","-7.16695895562141","5.70290339198833","1","0.00933333333333333","283","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
37069.8769862404,821474.718442954,"56924","-7.19141403943352","7.41193663108051","1","0.144787301587302","284","23","23","23","23","23",Stable,Stable,Stable,Stable,"1",,GJ
36947.0105901206,839517.291381465,"56942","-7.19408388761911","7.57469533664306","3","0.817230158730159","285","11","21","21","21","21",Stable,Deforestation,Stable,Stable,"2",20210 ?,GJ
39596.1457810534,550841.805140597,"57291","-7.14944507872987","4.97042784445804","3","0.544890476190476","286","50","50","50","50","50",Stable,Stable,Stable,Stable,"1",,GJ
39339.2434416855,604964.898111103,"57345","-7.15497131506983","5.45874682582898","1","0.00666666666666667","287","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
38959.4115119055,677130.170577444,"57417","-7.16315767807784","6.1098263676687","1","0.0342761904761905","288","12","12","12","12","12",Stable,Stable,Stable,Stable,"1",,GJ
38179.0676326556,805427.693856814,"57545","-7.18003545365404","7.26726122804569","1","0.0923333333333333","289","50","50","50","50","50",Stable,Stable,Stable,Stable,"1",,GJ
38145.8592368432,810439.421947228,"57550","-7.18075548342175","7.31247239124182","2","0.219273015873016","290","21","21","21","21","21",Stable,Stable,Stable,Stable,"1",,GJ
38092.2998629136,818458.204548795,"57558","-7.18191707291537","7.38481006396912","1","0.167671428571429","291","23","23","23","23","23",Stable,Stable,Stable,Stable,"1",,GJ
40764.7446161718,512749.732431594,"57890","-7.1368579299101","4.62679160220292","2","0.320714285714286","292","22","22","22","22","22",Stable,Stable,Stable,Stable,"1",,GJ
40321.4575440215,608967.079367292,"57986","-7.14637720385737","5.49491829594005","1","0.00716666666666667","293","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
40250.4775125814,622998.960621485,"58000","-7.14790382531733","5.62151809520146","1","0.0112","294","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
40198.7909952046,633021.7637848,"58010","-7.14901589990093","5.71194618863009","1","0.00583333333333333","295","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
39019.991309404,829474.528014993,"58206","-7.17447362269302","7.48427398172908","2","0.390390476190476","296","23","23","23","23","23",Stable,Stable,Stable,Stable,"1",,GJ
41783.7577022618,508734.926296028,"58523","-7.12748527559603","4.59061916832584","2","0.336109523809524","297","22","22","22","22","22",Stable,Stable,Stable,Stable,"1",,GJ
41484.5779246324,575885.555874402,"58590","-7.13389835032127","5.19650238636039","3","0.466661904761905","298","21","21","21","21","21",Stable,Stable,Stable,Stable,"1",,GJ
41338.6446738043,605953.339153997,"58620","-7.13703072463336","5.46778969743958","1","0","299","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
41313.6028633532,610964.65790031,"58625","-7.13756851135058","5.51300401461987","1","0.00183333333333333","300","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
41226.9232431066,628003.189028879,"58642","-7.13943063447","5.66673217712271","1","0.0045","301","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
40850.7245338975,697160.370241036,"58711","-7.14752379782522","6.29067907571958","1","0.0762587301587302","302","30","30","30","30","30",Stable,Stable,Stable,Stable,"1",,GJ
40792.9588757808,707183.260710304,"58721","-7.14876814740024","6.38110496367766","2","0.268355555555556","303","23","23","50","50","50",Stable,Stable,Stable,Stable,"1",,GJ
40216.4448225955,800397.600770891,"58814","-7.16121098349717","7.22204997493544","2","0.344596825396825","304","21","21","21","21","21",Stable,Stable,Stable,Stable,"1",,GJ
40136.8913129953,812425.459860442,"58826","-7.16293140390479","7.33055683122179","3","0.581742857142857","305","21","21","21","21","21",Stable,Stable,Stable,Stable,"1",,GJ
42730.7745633443,521758.144213359,"59173","-7.11965343216713","4.70817944316114","1","0.134177777777778","306","22","22","22","22","22",Stable,Stable,Stable,Stable,"1",,GJ
42570.7607187424,557838.64308995,"59209","-7.12307875983121","5.03372887506266","3","0.77217619047619","307","11","21","21","21","21",Stable,Deforestation,Stable,Stable,"1",,GJ
43698.3037876149,529769.997993006,"59817","-7.11138029674355","4.78052403132362","3","0.439046031746032","308","21","21","21","21","21",Stable,Stable,Stable,Stable,"1",,GJ
43460.3243541054,581885.864413754,"59869","-7.11647038601318","5.25076003857984","1","5e-04","309","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
43342.984414114,605939.554804089,"59893","-7.11898284573248","5.46778969743958","1","5e-04","310","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
43267.241602516,620973.183523136,"59908","-7.1206055848796","5.60343244284125","1","5e-04","311","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
42889.3252024937,691130.89774571,"59978","-7.12871333561426","6.23642339281422","1","0.164080952380952","312","50","50","50","50","50",Stable,Stable,Stable,Stable,"1",,GJ
42655.3055667406,731221.635977173,"60018","-7.1337432793119","6.59812579467371","1","0.0829047619047619","313","21","21","21","21","21",Stable,Stable,Stable,Stable,"1",,GJ
42582.5393145764,743248.950185635,"60030","-7.13530875124907","6.70663550728766","2","0.343838095238095","314","23","23","23","23","23",Stable,Stable,Stable,Stable,"1",,GJ
42576.4221375627,744251.228350868,"60031","-7.13544038594181","6.71567796183428","2","0.402438095238095","315","50","50","50","22","22",Stable,Stable,Stable,Stable,"1",,GJ
44542.7273765633,564841.518781036,"60488","-7.10573455838845","5.09702978290016","3","0.640195238095238","316","23","23","23","23","23",Stable,Stable,Stable,Stable,"1",,GJ
44448.0694385253,584885.940164401,"60508","-7.1077576541525","5.27788882948404","1","0","317","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
44304.9712803121,613950.521637769,"60537","-7.11081825148472","5.54013257207007","1","0.00183333333333333","318","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
44047.4742422961,663060.126758558,"60586","-7.11633231336688","5.98322874795846","1","0.0084","319","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
43752.6394748657,715177.156439222,"60638","-7.12265651278698","6.45344544630708","2","0.342333333333333","320","14","14","14","14","14",Stable,Stable,Stable,Stable,"1",,GJ
43076.1696757006,822420.531321194,"60745","-7.1372096440344","7.42097881279037","3","0.824295238095238","321","11","21","21","21","21",Stable,Deforestation,Stable,Stable,"2",image 2010 ?,GJ
45680.6861000571,534769.017546081,"61093","-7.09381894525312","4.825739321699","1","0.0957","322","21","21","21","21","21",Stable,Stable,Stable,Stable,"1",,GJ
45540.2153329162,565837.342083494,"61124","-7.09681531141203","5.10607275962322","3","0.541660317460318","323","50","50","50","50","50",Stable,Stable,Stable,Stable,"1",,GJ
44789.9310516035,709155.573028958,"61267","-7.11286280231462","6.39919010341896","2","0.251006349206349","324","30","30","30","30","30",Stable,Stable,Stable,Stable,"1",,GJ
44725.2589237801,720180.28235453,"61278","-7.11424946689203","6.49865814405375","2","0.4040443001443","325","23","23","23","50","50",Stable,Stable,Stable,Stable,"1",,GJ
44556.1586169083,748243.341107368,"61306","-7.11787779788425","6.75184774668757","1","0.162660317460317","326","50","50","22","22","22",Stable,Stable,Stable,Stable,"1",,GJ
46811.2261030819,504697.410349522,"61698","-7.08207071346834","4.55444669785797","2","0.338730158730159","327","22","22","22","22","22",Stable,Stable,Stable,Stable,"1",,GJ
46651.7902497369,541778.319673841,"61735","-7.0854648404296","4.88904062717574","2","0.308152380952381","328","50","50","50","50","50",Stable,Stable,Stable,Stable,"1",,GJ
45350.7324826668,781309.114278585,"61974","-7.1132851356207","7.05024640275086","1","0.117269841269841","329","50","50","50","50","50",Stable,Stable,Stable,Stable,"1",,GJ
45147.6271877562,812379.178059809,"62005","-7.11764796477554","7.33055683122179","3","0.599895238095238","330","11","21","21","21","21",Stable,Deforestation,Stable,Stable,"2",2010 ?,GJ
45114.1309100185,817390.508325205,"62010","-7.11836800357423","7.37576786761931","2","0.2814","331","14","14","14","14","14",Stable,Stable,Stable,Stable,"1",,GJ
44964.3150182716,839440.461824371,"62032","-7.12159025480048","7.57469533664306","1","0.0535","332","21","21","21","21","21",Stable,Stable,Stable,Stable,"1",,GJ
47779.8299842449,512709.116059668,"62341","-7.07377164832214","4.62679160220292","2","0.319588888888889","333","50","50","50","50","50",Stable,Stable,Stable,Stable,"1",,GJ
47644.971811949,543776.585015086,"62372","-7.07663925931831","4.90712669261422","3","0.456533333333333","334","21","21","21","21","21",Stable,Stable,Stable,Stable,"1",,GJ
47558.406877182,562818.040495883,"62391","-7.07848120143768","5.07894382184863","3","0.610884126984127","335","21","21","21","21","21",Stable,Stable,Stable,Stable,"1",,GJ
47549.1219621601,564822.408958662,"62393","-7.07867882462782","5.09702978290016","2","0.258019047619048","336","21","21","21","21","21",Stable,Stable,Stable,Stable,"1",,GJ
47239.804690619,627960.500276407,"62456","-7.08526879133791","5.66673217712271","1","0.00183333333333333","337","11","11","11","11","11",Stable,Stable,Stable,Stable,"1",,GJ
48620.0660006447,549783.496456759,"63013","-7.06819728036887","4.96138483015323","3","0.52387619047619","338","12","21","21","21","21",Stable,Stable,Stable,Stable,"1",,GJ
48610.9950080134,551787.836330863,"63015","-7.06839003389462","4.97947085628858","3","0.513252380952381","339","23","23","23","23","23",Stable,Stable,Stable,Stable,"1",,GJ
48578.9872935198,558803.032913936,"63022","-7.06907026451619","5.04277186944857","2","0.245995238095238","340","12","12","12","21","21",Stable,Stable,Stable,Deforestation,"1",,GJ
47719.7431748791,722160.31469266,"63185","-7.08738038538636","6.51674320062041","2","0.289766666666667","341","14","14","14","14","14",Stable,Stable,Stable,Stable,"1",,GJ
47695.9138380068,726169.172825092,"63189","-7.08788953933037","6.55291327493353","1","0.157992063492063","342","30","30","30","30","30",Stable,Stable,Stable,Stable,"1",,GJ
47568.656018155,747215.756032414,"63210","-7.09060986461573","6.74280530548303","1","0.108288888888889","343","50","23","23","23","23",Stable,Stable,Stable,Stable,"1",,GJ
49631.2025047835,547773.022863319,"63646","-7.05898877025699","4.94329879413862","3","0.464504761904762","344","50","50","22","22","22",Stable,Stable,Stable,Stable,"1",,GJ
49617.6329920617,550779.497656465,"63649","-7.05927673388059","4.97042784445804","2","0.390390476190476","345","11","50","21","21","21",Stable,Stable,Stable,Stable,"1",,GJ
