"PLOTID","LON","LAT","cal_val","prob_change","str_dal_ney_3s","vis_sep_1","vis_ign_1","vis_ign_2"
453,-8.41598305988089,6.48961561093332,"none",0.15987619047619,2,0,0,0
454,-8.41613325660696,6.49865814405375,"training",0.00333333333333333,1,0,1,0
455,-8.4162836669432,6.50770067395092,"none",0.00633333333333333,1,0,0,0
456,-8.41643429090839,6.51674320062041,"none",0.0075,1,0,0,0
457,-8.41658512852136,6.52578572405782,"none",0.147975396825397,2,0,0,1
458,-8.41673617980096,6.53482824425875,"none",0.19912619047619,2,0,0,0
459,-8.41688744476608,6.54387076121879,"none",0.10962380952381,2,0,0,0
460,-8.41703892343561,6.55291327493353,"none",0.0263666666666667,1,0,0,0
461,-8.4171906158285,6.56195578539858,"none",0.0907015873015873,2,0,0,0
462,-8.41734252196371,6.57099829260953,"none",0.08165,2,0,0,0
463,-8.41749464186022,6.58004079656196,"none",0.0417396825396825,1,0,0,0
464,-8.41764697553706,6.58908329725149,"none",0.0095,1,0,0,0
465,-8.41779952301326,6.59812579467371,"none",0.0810690476190476,2,0,0,0
466,-8.41795228430791,6.60716828882421,"none",0.168925396825397,2,0,0,0
467,-8.4181052594401,6.6162107796986,"none",0.180314285714286,2,0,0,1
468,-8.41825844842896,6.62525326729246,"none",0.041047619047619,1,0,0,0
469,-8.41841185129365,6.6342957516014,"none",0.09775,2,0,0,0
470,-8.41856546805334,6.64333823262102,"none",0.00433333333333333,1,0,0,0
499,-8.40501131078122,6.37206238905588,"none",0.219583333333333,2,0,0,0
508,-8.40634435348698,6.45344544630708,"none",0.110638888888889,2,0,0,1
509,-8.40649353553174,6.4624879922765,"none",0.13082380952381,2,0,0,0
510,-8.40664293088236,6.47153053504029,"none",0.257679365079365,2,0,0,1
511,-8.4067925395575,6.48057307459403,"none",0.0251857142857143,1,0,0,0
512,-8.40694236157586,6.48961561093332,"none",0.0684373015873016,1,0,0,0
513,-8.40709239695617,6.49865814405375,"none",0.144064285714286,2,0,0,0
514,-8.40724264571716,6.50770067395092,"none",0.0515738095238095,1,0,0,0
515,-8.40739310787763,6.51674320062041,"none",0.148765873015873,2,0,0,0
516,-8.40754378345637,6.52578572405782,"none",0.673197619047619,3,0,0,0
517,-8.40769467247221,6.53482824425874,"none",0.0433095238095238,1,0,0,0
518,-8.40784577494402,6.54387076121879,"none",0.0544142857142857,1,0,0,0
519,-8.40799709089068,6.55291327493353,"none",0.28772619047619,2,0,0,0
520,-8.4081486203311,6.56195578539858,"none",0.0378,1,0,0,0
521,-8.40830036328424,6.57099829260953,"none",0.0261190476190476,1,0,0,0
522,-8.40845231976905,6.58004079656197,"none",0.0967555555555556,2,0,0,0
523,-8.40860448980454,6.58908329725149,"training",0.004,1,0,1,0
524,-8.40875687340973,6.59812579467371,"none",0.0845023809523809,2,0,0,0
525,-8.40890947060367,6.60716828882421,"none",0.0138666666666667,1,0,0,0
526,-8.40906228140544,6.6162107796986,"none",0.0405952380952381,1,0,0,0
527,-8.40921530583416,6.62525326729246,"none",0.0987134920634921,2,0,0,0
528,-8.40936854390894,6.6342957516014,"none",0.0683,1,0,0,0
564,-8.39567911822908,6.35397723033207,"none",0.0955095238095238,2,0,0,0
565,-8.39582579722743,6.36301981127254,"none",0.296294444444444,3,0,0,0
566,-8.39597268909893,6.37206238905588,"none",0.271907142857143,2,0,0,0
571,-8.39671034219691,6.41727523046114,"none",0.122833333333333,2,0,0,0
572,-8.3968585116936,6.42631778920904,"none",0.516985714285714,3,0,0,0
573,-8.39700689419244,6.43536034476894,"none",0.713016666666667,3,0,0,0
575,-8.39730429827078,6.45344544630708,"none",0.131480952380952,2,0,0,0
576,-8.39745331988743,6.4624879922765,"none",0.070015873015873,1,0,0,0
577,-8.39760255458056,6.47153053504029,"none",0.051347619047619,1,0,0,0
578,-8.3977520023688,6.48057307459403,"none",0.0129,1,0,0,1
579,-8.39790166327083,6.48961561093332,"none",0.148577777777778,2,0,0,0
580,-8.39805153730537,6.49865814405375,"none",0.173320634920635,2,0,0,0
581,-8.39820162449113,6.50770067395092,"none",0.0818238095238095,2,0,0,1
582,-8.39835192484686,6.51674320062041,"none",0.0369666666666667,1,0,0,0
583,-8.39850243839137,6.52578572405782,"none",0.0303714285714286,1,0,0,0
584,-8.39865316514345,6.53482824425875,"none",0.023352380952381,1,0,0,0
585,-8.39880410512196,6.54387076121879,"none",0.0428619047619048,1,0,0,0
586,-8.39895525834574,6.55291327493353,"none",0.0143,1,0,0,0
587,-8.39910662483371,6.56195578539858,"none",0.0113333333333333,1,0,0,0
588,-8.39925820460477,6.57099829260953,"none",0.0479619047619048,1,0,0,0
589,-8.39940999767789,6.58004079656197,"none",0.0805944444444445,2,0,0,0
590,-8.39956200407203,6.58908329725149,"none",0.0058452380952381,1,0,0,0
591,-8.3997142238062,6.59812579467371,"none",0.225983333333333,2,0,0,0
